CustomerID,Plan,AcquisitionSource,MRR,SignupDate,CancelDate,Status,TenureMonths,IsDiscount,LTV
CUST0377,Pro,Paid Ad,79,10/30/2022,11/24/2023,Churned,13,0,1027
CUST0378,Basic,Free Trial,29,10/9/2022,12/8/2022,Churned,2,1,58
CUST0379,Pro,Paid Ad,79,9/13/2023,,Active,15,0,1185
CUST0380,Enterprise,Free Trial,199,8/24/2022,,Active,17,1,3383
CUST0381,Basic,Paid Ad,29,8/13/2022,,Active,25,0,725
CUST0382,Basic,Referral,29,9/14/2022,,Active,29,0,841
CUST0383,Basic,Referral,29,11/7/2023,,Active,10,0,290
CUST0384,Pro,Free Trial,79,10/6/2023,12/5/2023,Churned,2,1,158
CUST0385,Basic,Free Trial,29,11/13/2022,,Active,7,1,203
CUST0386,Basic,Free Trial,29,8/17/2023,1/14/2024,Churned,5,1,145
CUST0387,Basic,Paid Ad,29,4/3/2022,,Active,16,0,464
CUST0388,Pro,Organic,79,3/2/2023,7/30/2023,Churned,5,0,395
CUST0389,Basic,Referral,29,7/7/2023,,Active,17,0,493
CUST0390,Pro,Referral,79,6/28/2023,,Active,14,0,1106
CUST0391,Pro,Paid Ad,79,6/18/2022,,Active,21,0,1659
CUST0392,Basic,Paid Ad,29,10/30/2022,,Active,16,0,464
CUST0393,Basic,Direct Sales,29,4/28/2022,,Active,8,0,232
CUST0394,Pro,Paid Ad,79,5/25/2022,,Active,13,0,1027
CUST0395,Basic,Direct Sales,29,11/24/2023,,Active,18,0,522
CUST0396,Basic,Referral,29,7/25/2023,8/18/2024,Churned,13,0,377
CUST0397,Pro,Referral,79,1/15/2022,,Active,9,0,711
CUST0398,Basic,Free Trial,29,4/11/2023,1/6/2024,Churned,9,1,261
CUST0399,Enterprise,Referral,199,8/22/2023,,Active,26,0,5174
CUST0400,Pro,Direct Sales,79,1/16/2023,9/13/2023,Churned,8,0,632
CUST0401,Pro,Organic,79,4/28/2023,10/19/2024,Churned,18,0,1422
CUST0402,Pro,Referral,79,12/2/2022,,Active,13,0,1027
CUST0403,Basic,Referral,29,10/26/2023,1/18/2025,Churned,15,0,435
CUST0404,Enterprise,Direct Sales,199,12/19/2023,,Active,19,0,3781
CUST0405,Basic,Organic,29,4/30/2022,6/29/2022,Churned,2,0,58
CUST0406,Enterprise,Free Trial,199,11/8/2022,,Active,9,1,1791
CUST0407,Basic,Direct Sales,29,4/10/2022,10/2/2023,Churned,18,0,522
CUST0408,Enterprise,Paid Ad,199,5/19/2022,,Active,17,0,3383
CUST0409,Pro,Paid Ad,79,11/18/2023,,Active,28,0,2212
CUST0410,Basic,Paid Ad,29,7/8/2023,,Active,29,0,841
CUST0411,Pro,Organic,79,6/8/2022,,Active,26,0,2054
CUST0412,Basic,Paid Ad,29,4/12/2022,,Active,25,0,725
CUST0413,Pro,Direct Sales,79,2/22/2023,,Active,14,0,1106
CUST0414,Basic,Paid Ad,29,2/3/2022,,Active,12,0,348
CUST0415,Pro,Paid Ad,79,3/31/2023,,Active,13,0,1027
CUST0416,Basic,Paid Ad,29,1/7/2023,1/2/2024,Churned,12,0,348
CUST0417,Basic,Organic,29,7/12/2023,,Active,26,0,754
CUST0418,Basic,Paid Ad,29,1/3/2023,9/30/2023,Churned,9,0,261
CUST0419,Enterprise,Paid Ad,199,7/14/2022,,Active,20,0,3980
CUST0420,Pro,Referral,79,4/4/2022,,Active,26,0,2054
CUST0421,Basic,Referral,29,10/17/2023,,Active,6,0,174
CUST0422,Basic,Direct Sales,29,2/21/2022,,Active,13,0,377
CUST0423,Basic,Paid Ad,29,5/9/2022,,Active,12,0,348
CUST0424,Basic,Direct Sales,29,3/12/2022,,Active,23,0,667
CUST0425,Pro,Referral,79,8/1/2022,,Active,13,0,1027
CUST0426,Basic,Referral,29,12/3/2022,,Active,25,0,725
CUST0427,Basic,Free Trial,29,1/3/2022,6/2/2022,Churned,5,1,145
CUST0428,Basic,Organic,29,5/14/2022,,Active,11,0,319
CUST0429,Basic,Paid Ad,29,4/23/2022,,Active,6,0,174
CUST0430,Pro,Organic,79,5/15/2022,1/10/2023,Churned,8,0,632
CUST0431,Pro,Paid Ad,79,8/26/2023,,Active,11,0,869
CUST0432,Pro,Paid Ad,79,9/29/2022,11/23/2023,Churned,14,0,1106
CUST0433,Basic,Referral,29,6/23/2023,9/21/2023,Churned,3,0,87
CUST0434,Basic,Organic,29,5/3/2023,,Active,17,0,493
CUST0435,Enterprise,Direct Sales,199,6/10/2023,,Active,20,0,3980
CUST0436,Basic,Organic,29,5/31/2023,7/30/2023,Churned,2,0,58
CUST0437,Pro,Paid Ad,79,11/6/2023,,Active,20,0,1580
CUST0438,Basic,Organic,29,10/21/2023,,Active,7,0,203
CUST0439,Pro,Referral,79,5/6/2023,,Active,19,0,1501
CUST0440,Basic,Organic,29,12/4/2023,2/26/2025,Churned,15,0,435
CUST0441,Basic,Referral,29,3/17/2022,,Active,16,0,464
CUST0442,Basic,Organic,29,9/15/2023,2/12/2024,Churned,5,0,145
CUST0443,Pro,Organic,79,10/9/2022,,Active,24,0,1896
CUST0444,Pro,Organic,79,7/16/2023,,Active,18,0,1422
CUST0445,Basic,Organic,29,9/4/2023,,Active,20,0,580
CUST0446,Pro,Free Trial,79,6/2/2023,,Active,9,1,711
CUST0447,Pro,Paid Ad,79,12/20/2023,6/12/2025,Churned,18,0,1422
CUST0448,Pro,Organic,79,8/9/2022,,Active,13,0,1027
CUST0449,Basic,Free Trial,29,2/28/2023,5/23/2024,Churned,15,1,435
CUST0450,Basic,Organic,29,2/13/2023,,Active,9,0,261
CUST0451,Basic,Organic,29,11/17/2022,,Active,27,0,783
CUST0452,Basic,Referral,29,9/19/2022,2/16/2023,Churned,5,0,145
CUST0453,Basic,Free Trial,29,12/5/2023,,Active,8,1,232
CUST0454,Pro,Paid Ad,79,4/4/2022,,Active,8,0,632
CUST0455,Basic,Paid Ad,29,3/19/2023,3/13/2024,Churned,12,0,348
CUST0456,Pro,Organic,79,5/14/2022,,Active,24,0,1896
CUST0457,Pro,Paid Ad,79,7/30/2023,,Active,27,0,2133
CUST0458,Pro,Paid Ad,79,5/6/2022,,Active,27,0,2133
CUST0459,Basic,Direct Sales,29,3/10/2023,,Active,29,0,841
CUST0460,Pro,Organic,79,2/22/2022,,Active,25,0,1975
CUST0461,Enterprise,Paid Ad,199,11/16/2022,,Active,24,0,4776
CUST0462,Enterprise,Free Trial,199,6/4/2023,,Active,27,1,5373
CUST0463,Basic,Organic,29,5/9/2023,9/6/2023,Churned,4,0,116
CUST0464,Basic,Paid Ad,29,12/25/2022,,Active,17,0,493
CUST0465,Pro,Organic,79,4/28/2022,,Active,24,0,1896
CUST0466,Basic,Free Trial,29,8/20/2022,,Active,23,1,667
CUST0467,Enterprise,Paid Ad,199,9/29/2023,,Active,26,0,5174
CUST0468,Basic,Organic,29,7/25/2023,4/20/2024,Churned,9,0,261
CUST0469,Basic,Direct Sales,29,1/30/2022,11/26/2022,Churned,10,0,290
CUST0470,Basic,Referral,29,12/14/2022,6/12/2023,Churned,6,0,174
CUST0471,Basic,Referral,29,5/27/2022,,Active,18,0,522
CUST0472,Pro,Free Trial,79,3/13/2022,4/12/2022,Churned,1,1,79
CUST0473,Basic,Organic,29,4/4/2022,,Active,12,0,348
CUST0474,Basic,Direct Sales,29,1/21/2023,,Active,16,0,464
CUST0475,Enterprise,Referral,199,6/11/2022,,Active,29,0,5771
CUST0476,Pro,Referral,79,11/29/2022,,Active,24,0,1896
CUST0477,Basic,Direct Sales,29,9/3/2023,11/2/2023,Churned,2,0,58
CUST0478,Basic,Paid Ad,29,6/9/2022,8/8/2022,Churned,2,0,58
CUST0479,Pro,Organic,79,11/22/2023,2/14/2025,Churned,15,0,1185
CUST0480,Basic,Referral,29,11/9/2023,,Active,25,0,725
CUST0481,Basic,Referral,29,3/29/2023,,Active,12,0,348
CUST0482,Basic,Paid Ad,29,6/9/2023,8/2/2024,Churned,14,0,406
CUST0483,Basic,Paid Ad,29,4/24/2022,8/17/2023,Churned,16,0,464
CUST0484,Pro,Organic,79,6/24/2023,,Active,7,0,553
CUST0485,Pro,Paid Ad,79,8/14/2022,,Active,25,0,1975
CUST0486,Pro,Direct Sales,79,2/26/2022,12/23/2022,Churned,10,0,790
CUST0487,Pro,Organic,79,8/5/2022,,Active,30,0,2370
CUST0488,Basic,Organic,29,9/19/2022,1/17/2023,Churned,4,0,116
CUST0489,Pro,Organic,79,1/8/2022,,Active,19,0,1501
CUST0490,Basic,Referral,29,6/29/2022,12/21/2023,Churned,18,0,522
CUST0491,Basic,Free Trial,29,12/22/2023,6/14/2025,Churned,18,1,522
CUST0492,Basic,Organic,29,11/16/2023,,Active,8,0,232
CUST0493,Pro,Paid Ad,79,2/11/2023,,Active,7,0,553
CUST0494,Pro,Paid Ad,79,3/23/2023,6/21/2023,Churned,3,0,237
CUST0495,Basic,Free Trial,29,11/17/2022,,Active,24,1,696
CUST0496,Pro,Referral,79,2/19/2023,,Active,19,0,1501
CUST0497,Basic,Referral,29,10/24/2022,11/23/2022,Churned,1,0,29
CUST0498,Basic,Organic,29,11/29/2022,2/22/2024,Churned,15,0,435
CUST0499,Enterprise,Organic,199,12/8/2023,,Active,8,0,1592
CUST0500,Enterprise,Paid Ad,199,3/24/2023,,Active,13,0,2587
CUST0501,Basic,Paid Ad,29,3/23/2023,,Active,22,0,638
CUST0502,Enterprise,Referral,199,3/22/2022,,Active,15,0,2985
CUST0503,Pro,Referral,79,12/14/2022,6/12/2023,Churned,6,0,474
CUST0504,Pro,Free Trial,79,3/20/2022,,Active,9,1,711
CUST0505,Basic,Paid Ad,29,6/28/2023,,Active,30,0,870
CUST0506,Basic,Direct Sales,29,12/24/2022,5/23/2023,Churned,5,0,145
CUST0507,Enterprise,Organic,199,8/30/2022,,Active,14,0,2786
CUST0508,Pro,Direct Sales,79,7/22/2022,12/19/2022,Churned,5,0,395
CUST0509,Basic,Referral,29,11/3/2023,2/25/2025,Churned,16,0,464
CUST0510,Enterprise,Organic,199,4/21/2023,,Active,30,0,5970
CUST0511,Pro,Organic,79,8/17/2023,,Active,24,0,1896
CUST0512,Enterprise,Direct Sales,199,10/21/2023,,Active,25,0,4975
CUST0513,Enterprise,Paid Ad,199,11/27/2022,,Active,26,0,5174
CUST0514,Enterprise,Free Trial,199,11/20/2022,,Active,8,1,1592
CUST0515,Basic,Free Trial,29,4/26/2023,,Active,15,1,435
CUST0516,Basic,Referral,29,10/9/2022,,Active,17,0,493
CUST0517,Basic,Organic,29,6/4/2023,8/27/2024,Churned,15,0,435
CUST0518,Basic,Referral,29,4/8/2023,4/2/2024,Churned,12,0,348
CUST0519,Basic,Referral,29,10/21/2022,1/19/2023,Churned,3,0,87
CUST0520,Basic,Paid Ad,29,9/22/2023,,Active,18,0,522
CUST0521,Pro,Free Trial,79,4/19/2023,,Active,29,1,2291
CUST0522,Basic,Referral,29,2/12/2022,,Active,24,0,696
CUST0523,Enterprise,Referral,199,10/30/2023,,Active,25,0,4975
CUST0524,Basic,Organic,29,5/3/2023,,Active,7,0,203
CUST0525,Enterprise,Organic,199,4/7/2023,,Active,16,0,3184
CUST0526,Enterprise,Paid Ad,199,3/28/2022,,Active,11,0,2189
CUST0527,Enterprise,Free Trial,199,2/10/2022,,Active,20,1,3980
CUST0528,Enterprise,Paid Ad,199,3/26/2023,,Active,25,0,4975
CUST0529,Pro,Paid Ad,79,6/12/2022,,Active,15,0,1185
CUST0530,Basic,Referral,29,2/1/2023,,Active,16,0,464
CUST0531,Enterprise,Direct Sales,199,11/27/2023,,Active,26,0,5174
CUST0532,Pro,Paid Ad,79,10/25/2023,,Active,16,0,1264
CUST0533,Basic,Referral,29,4/7/2022,,Active,18,0,522
CUST0534,Basic,Organic,29,10/18/2022,3/17/2023,Churned,5,0,145
CUST0535,Basic,Organic,29,12/8/2022,5/7/2023,Churned,5,0,145
CUST0536,Basic,Organic,29,12/25/2022,1/19/2024,Churned,13,0,377
CUST0537,Basic,Organic,29,5/13/2022,,Active,8,0,232
CUST0538,Enterprise,Paid Ad,199,11/14/2022,,Active,26,0,5174
CUST0539,Basic,Referral,29,12/3/2022,,Active,27,0,783
CUST0540,Basic,Direct Sales,29,12/21/2023,,Active,29,0,841
CUST0541,Pro,Organic,79,12/3/2023,,Active,8,0,632
CUST0542,Basic,Free Trial,29,10/24/2023,,Active,22,1,638
CUST0543,Enterprise,Paid Ad,199,1/6/2023,11/2/2023,Churned,10,0,1990
CUST0544,Pro,Organic,79,7/4/2022,,Active,16,0,1264
CUST0545,Enterprise,Organic,199,5/13/2023,,Active,10,0,1990
CUST0546,Enterprise,Referral,199,6/8/2022,10/6/2022,Churned,4,0,796
CUST0547,Pro,Paid Ad,79,6/4/2023,,Active,29,0,2291
CUST0548,Basic,Organic,29,6/24/2023,5/19/2024,Churned,11,0,319
CUST0549,Basic,Organic,29,9/25/2023,10/19/2024,Churned,13,0,377
CUST0550,Pro,Paid Ad,79,6/7/2022,12/4/2022,Churned,6,0,474
CUST0551,Basic,Direct Sales,29,3/25/2023,3/19/2024,Churned,12,0,348
CUST0552,Enterprise,Direct Sales,199,11/24/2023,,Active,20,0,3980
CUST0553,Enterprise,Organic,199,9/18/2023,,Active,29,0,5771
CUST0554,Basic,Free Trial,29,4/5/2023,12/1/2023,Churned,8,1,232
CUST0555,Pro,Organic,79,11/13/2022,,Active,21,0,1659
CUST0556,Pro,Organic,79,7/18/2022,,Active,24,0,1896
CUST0557,Basic,Paid Ad,29,3/28/2023,,Active,15,0,435
CUST0558,Pro,Referral,79,1/27/2023,,Active,19,0,1501
CUST0559,Basic,Free Trial,29,6/15/2022,,Active,25,1,725
CUST0560,Basic,Organic,29,5/22/2022,,Active,7,0,203
CUST0561,Enterprise,Direct Sales,199,10/19/2023,,Active,17,0,3383
CUST0562,Enterprise,Free Trial,199,7/22/2023,,Active,28,1,5572
CUST0563,Pro,Referral,79,6/13/2023,,Active,15,0,1185
CUST0564,Basic,Paid Ad,29,3/27/2022,,Active,14,0,406
CUST0565,Basic,Organic,29,4/6/2023,,Active,10,0,290
CUST0566,Pro,Paid Ad,79,3/24/2023,11/19/2023,Churned,8,0,632
CUST0567,Basic,Organic,29,4/7/2023,,Active,6,0,174
CUST0568,Pro,Organic,79,3/1/2023,7/23/2024,Churned,17,0,1343
CUST0569,Enterprise,Paid Ad,199,1/18/2023,,Active,8,0,1592
CUST0570,Basic,Referral,29,1/19/2023,12/15/2023,Churned,11,0,319
CUST0571,Pro,Paid Ad,79,4/12/2022,,Active,26,0,2054
CUST0572,Pro,Referral,79,12/10/2022,,Active,10,0,790
CUST0573,Basic,Free Trial,29,2/9/2022,6/4/2023,Churned,16,1,464
CUST0574,Pro,Referral,79,12/14/2023,,Active,30,0,2370
CUST0575,Enterprise,Free Trial,199,12/24/2023,,Active,25,1,4975
CUST0576,Pro,Free Trial,79,1/6/2022,,Active,6,1,474
CUST0577,Pro,Referral,79,9/20/2022,2/17/2023,Churned,5,0,395
CUST0578,Pro,Free Trial,79,7/16/2023,,Active,25,1,1975
CUST0579,Basic,Free Trial,29,6/25/2023,,Active,30,1,870
CUST0580,Enterprise,Organic,199,10/23/2022,,Active,9,0,1791
CUST0581,Pro,Organic,79,2/18/2022,5/14/2023,Churned,15,0,1185
CUST0582,Basic,Referral,29,3/6/2022,6/29/2023,Churned,16,0,464
CUST0583,Basic,Free Trial,29,9/4/2023,,Active,26,1,754
CUST0584,Pro,Paid Ad,79,6/12/2023,,Active,28,0,2212
CUST0585,Basic,Organic,29,5/28/2022,6/27/2022,Churned,1,0,29
CUST0586,Pro,Direct Sales,79,9/22/2023,,Active,24,0,1896
CUST0587,Pro,Organic,79,3/3/2023,6/1/2023,Churned,3,0,237
CUST0588,Pro,Paid Ad,79,6/21/2023,,Active,8,0,632
CUST0589,Pro,Organic,79,6/23/2023,,Active,22,0,1738
CUST0590,Pro,Paid Ad,79,7/22/2023,11/13/2024,Churned,16,0,1264
CUST0591,Enterprise,Paid Ad,199,2/14/2022,,Active,17,0,3383
CUST0592,Pro,Direct Sales,79,9/17/2022,,Active,17,0,1343
CUST0593,Basic,Direct Sales,29,3/11/2022,7/9/2022,Churned,4,0,116
CUST0594,Pro,Organic,79,8/19/2023,,Active,16,0,1264
CUST0595,Basic,Referral,29,5/17/2022,11/8/2023,Churned,18,0,522
CUST0596,Basic,Referral,29,12/13/2022,,Active,11,0,319
CUST0597,Basic,Referral,29,12/3/2023,,Active,28,0,812
CUST0598,Basic,Free Trial,29,5/6/2023,,Active,10,1,290
CUST0599,Enterprise,Direct Sales,199,3/6/2022,,Active,20,0,3980
CUST0600,Pro,Organic,79,2/7/2022,,Active,7,0,553
CUST0601,Pro,Organic,79,7/24/2022,,Active,16,0,1264
CUST0602,Basic,Paid Ad,29,11/14/2022,,Active,23,0,667
CUST0603,Basic,Free Trial,29,4/30/2023,11/26/2023,Churned,7,1,203
CUST0604,Pro,Paid Ad,79,10/20/2022,,Active,30,0,2370
CUST0605,Basic,Direct Sales,29,2/18/2022,,Active,16,0,464
CUST0606,Basic,Paid Ad,29,10/7/2022,10/2/2023,Churned,12,0,348
CUST0607,Basic,Free Trial,29,3/24/2023,,Active,29,1,841
CUST0608,Pro,Organic,79,3/27/2023,,Active,18,0,1422
CUST0609,Basic,Referral,29,12/14/2022,,Active,21,0,609
CUST0610,Pro,Organic,79,12/10/2023,,Active,22,0,1738
CUST0611,Enterprise,Organic,199,10/1/2022,,Active,29,0,5771
CUST0612,Basic,Direct Sales,29,3/11/2023,9/7/2023,Churned,6,0,174
CUST0613,Basic,Referral,29,7/13/2023,11/10/2023,Churned,4,0,116
CUST0614,Basic,Organic,29,3/23/2022,1/17/2023,Churned,10,0,290
CUST0615,Enterprise,Paid Ad,199,11/10/2022,,Active,28,0,5572
CUST0616,Enterprise,Organic,199,3/13/2023,,Active,20,0,3980
CUST0617,Basic,Organic,29,12/26/2022,,Active,29,0,841
CUST0618,Pro,Paid Ad,79,12/28/2022,,Active,19,0,1501
CUST0619,Enterprise,Paid Ad,199,10/9/2022,,Active,7,0,1393
CUST0620,Enterprise,Organic,199,3/18/2022,,Active,18,0,3582
CUST0621,Enterprise,Free Trial,199,1/8/2023,,Active,29,1,5771
CUST0622,Pro,Free Trial,79,11/27/2023,12/27/2023,Churned,1,1,79
CUST0623,Pro,Referral,79,5/27/2022,,Active,27,0,2133
CUST0624,Basic,Organic,29,3/25/2023,6/23/2023,Churned,3,0,87
CUST0625,Enterprise,Referral,199,8/30/2022,,Active,17,0,3383
CUST0626,Pro,Paid Ad,79,1/6/2023,,Active,24,0,1896
CUST0627,Basic,Organic,29,2/3/2022,,Active,27,0,783
CUST0628,Pro,Paid Ad,79,4/6/2023,,Active,17,0,1343
CUST0629,Basic,Paid Ad,29,3/31/2023,,Active,24,0,696
CUST0630,Basic,Referral,29,5/21/2022,,Active,18,0,522
CUST0631,Basic,Free Trial,29,11/18/2022,,Active,13,1,377
CUST0632,Basic,Paid Ad,29,4/27/2022,10/24/2022,Churned,6,0,174
CUST0633,Basic,Organic,29,5/27/2023,,Active,23,0,667
CUST0634,Basic,Paid Ad,29,5/1/2022,1/26/2023,Churned,9,0,261
CUST0635,Pro,Organic,79,12/22/2023,,Active,25,0,1975
CUST0636,Pro,Free Trial,79,10/20/2022,,Active,21,1,1659
CUST0637,Pro,Organic,79,7/24/2022,10/22/2022,Churned,3,0,237
CUST0638,Basic,Organic,29,4/8/2023,7/1/2024,Churned,15,0,435
CUST0639,Basic,Direct Sales,29,3/31/2022,,Active,16,0,464
CUST0640,Basic,Paid Ad,29,11/15/2023,2/13/2024,Churned,3,0,87
CUST0641,Pro,Referral,79,7/18/2023,,Active,15,0,1185
CUST0642,Pro,Organic,79,6/11/2022,,Active,28,0,2212
CUST0643,Basic,Paid Ad,29,10/16/2023,10/10/2024,Churned,12,0,348
CUST0644,Basic,Paid Ad,29,6/5/2023,1/1/2024,Churned,7,0,203
CUST0645,Basic,Organic,29,5/23/2022,9/15/2023,Churned,16,0,464
CUST0646,Basic,Organic,29,1/27/2022,1/22/2023,Churned,12,0,348
CUST0647,Pro,Referral,79,4/24/2023,,Active,23,0,1817
CUST0648,Pro,Organic,79,5/13/2022,,Active,8,0,632
CUST0649,Basic,Organic,29,3/9/2022,7/2/2023,Churned,16,0,464
CUST0650,Pro,Referral,79,6/23/2023,,Active,19,0,1501
CUST0651,Basic,Direct Sales,29,8/12/2023,7/7/2024,Churned,11,0,319
CUST0652,Basic,Paid Ad,29,10/20/2023,1/12/2025,Churned,15,0,435
CUST0653,Pro,Free Trial,79,11/28/2023,,Active,10,1,790
CUST0654,Pro,Free Trial,79,7/19/2023,,Active,11,1,869
CUST0655,Basic,Free Trial,29,5/13/2022,,Active,7,1,203
CUST0656,Basic,Free Trial,29,5/8/2022,,Active,15,1,435
CUST0657,Pro,Free Trial,79,6/18/2022,2/13/2023,Churned,8,1,632
CUST0658,Basic,Referral,29,12/21/2022,,Active,22,0,638
CUST0659,Pro,Referral,79,10/18/2022,,Active,14,0,1106
CUST0660,Basic,Organic,29,7/21/2022,,Active,23,0,667
CUST0661,Basic,Organic,29,10/9/2022,8/5/2023,Churned,10,0,290
CUST0662,Enterprise,Organic,199,9/22/2023,,Active,22,0,4378
CUST0663,Enterprise,Paid Ad,199,10/19/2023,,Active,24,0,4776
CUST0664,Basic,Free Trial,29,6/7/2022,5/3/2023,Churned,11,1,319
CUST0665,Pro,Paid Ad,79,8/1/2023,8/31/2023,Churned,1,0,79
CUST0666,Pro,Referral,79,3/25/2022,12/20/2022,Churned,9,0,711
CUST0667,Basic,Direct Sales,29,10/29/2023,12/22/2024,Churned,14,0,406
CUST0668,Enterprise,Referral,199,9/25/2023,,Active,21,0,4179
CUST0669,Basic,Referral,29,10/5/2023,,Active,26,0,754
CUST0670,Basic,Organic,29,11/6/2022,,Active,27,0,783
CUST0671,Basic,Paid Ad,29,2/20/2023,5/21/2023,Churned,3,0,87
CUST0672,Enterprise,Referral,199,12/7/2023,3/1/2025,Churned,15,0,2985
CUST0673,Pro,Paid Ad,79,3/2/2023,,Active,12,0,948
CUST0674,Basic,Paid Ad,29,12/15/2022,,Active,16,0,464
CUST0675,Enterprise,Organic,199,11/23/2022,,Active,17,0,3383
CUST0676,Enterprise,Referral,199,2/13/2023,,Active,17,0,3383
CUST0677,Basic,Referral,29,6/12/2023,,Active,16,0,464
CUST0678,Basic,Free Trial,29,9/5/2022,,Active,14,1,406
CUST0679,Enterprise,Paid Ad,199,4/6/2023,,Active,9,0,1791
CUST0680,Basic,Referral,29,2/21/2022,3/18/2023,Churned,13,0,377
CUST0681,Enterprise,Organic,199,9/23/2023,,Active,11,0,2189
CUST0682,Pro,Referral,79,12/2/2022,,Active,29,0,2291
CUST0683,Pro,Organic,79,11/17/2022,5/16/2023,Churned,6,0,474
CUST0684,Pro,Direct Sales,79,5/26/2023,,Active,20,0,1580
CUST0685,Basic,Organic,29,5/26/2023,,Active,21,0,609
CUST0686,Enterprise,Organic,199,1/24/2022,2/18/2023,Churned,13,0,2587
CUST0687,Enterprise,Paid Ad,199,6/2/2023,,Active,13,0,2587
CUST0688,Basic,Free Trial,29,8/9/2022,,Active,7,1,203
CUST0689,Basic,Paid Ad,29,2/21/2022,6/16/2023,Churned,16,0,464
CUST0690,Basic,Referral,29,10/20/2022,,Active,9,0,261
CUST0691,Basic,Paid Ad,29,3/18/2023,12/13/2023,Churned,9,0,261
CUST0692,Enterprise,Organic,199,1/10/2023,,Active,17,0,3383
CUST0693,Pro,Paid Ad,79,2/16/2022,,Active,24,0,1896
CUST0694,Pro,Organic,79,7/30/2023,1/20/2025,Churned,18,0,1422
CUST0695,Enterprise,Paid Ad,199,10/23/2022,3/16/2024,Churned,17,0,3383
CUST0696,Basic,Organic,29,4/7/2023,,Active,14,0,406
CUST0697,Basic,Paid Ad,29,10/1/2023,,Active,9,0,261
CUST0698,Basic,Free Trial,29,5/12/2022,,Active,18,1,522
CUST0699,Basic,Organic,29,1/18/2023,,Active,16,0,464
CUST0700,Pro,Referral,79,7/26/2023,,Active,30,0,2370
CUST0701,Basic,Organic,29,5/28/2022,10/20/2023,Churned,17,0,493
CUST0702,Basic,Referral,29,2/16/2023,,Active,7,0,203
CUST0703,Pro,Paid Ad,79,2/9/2022,1/5/2023,Churned,11,0,869
CUST0704,Pro,Free Trial,79,5/1/2023,,Active,10,1,790
CUST0705,Pro,Free Trial,79,9/13/2023,,Active,10,1,790
CUST0706,Basic,Organic,29,12/2/2022,,Active,16,0,464
CUST0707,Basic,Organic,29,6/16/2022,4/12/2023,Churned,10,0,290
CUST0708,Pro,Direct Sales,79,8/31/2023,,Active,22,0,1738
CUST0709,Basic,Organic,29,6/30/2023,,Active,24,0,696
CUST0710,Basic,Direct Sales,29,11/3/2022,,Active,6,0,174
CUST0711,Basic,Paid Ad,29,1/13/2023,5/13/2023,Churned,4,0,116
CUST0712,Basic,Organic,29,3/3/2023,,Active,29,0,841
CUST0713,Enterprise,Direct Sales,199,12/6/2023,,Active,25,0,4975
CUST0714,Basic,Direct Sales,29,5/1/2023,12/27/2023,Churned,8,0,232
CUST0715,Pro,Free Trial,79,2/22/2022,,Active,11,1,869
CUST0716,Basic,Paid Ad,29,6/21/2023,,Active,25,0,725
CUST0717,Basic,Referral,29,1/25/2023,9/22/2023,Churned,8,0,232
CUST0718,Basic,Organic,29,2/2/2022,,Active,28,0,812
CUST0719,Basic,Referral,29,4/23/2022,7/17/2023,Churned,15,0,435
CUST0720,Basic,Referral,29,11/18/2022,,Active,19,0,551
CUST0721,Enterprise,Organic,199,12/9/2023,,Active,22,0,4378
CUST0722,Pro,Paid Ad,79,9/19/2023,,Active,29,0,2291
CUST0723,Enterprise,Organic,199,3/5/2022,,Active,22,0,4378
CUST0724,Pro,Free Trial,79,8/1/2022,,Active,27,1,2133
CUST0725,Enterprise,Referral,199,5/5/2023,,Active,16,0,3184
CUST0726,Basic,Referral,29,6/27/2022,,Active,23,0,667
CUST0727,Enterprise,Referral,199,12/17/2022,,Active,27,0,5373
CUST0728,Basic,Direct Sales,29,11/29/2023,,Active,28,0,812
CUST0729,Pro,Referral,79,9/28/2022,,Active,12,0,948
CUST0730,Basic,Referral,29,9/10/2022,7/7/2023,Churned,10,0,290
CUST0731,Basic,Referral,29,8/19/2022,,Active,15,0,435
CUST0732,Basic,Referral,29,10/23/2022,,Active,28,0,812
CUST0733,Enterprise,Organic,199,12/23/2023,,Active,21,0,4179
CUST0734,Enterprise,Paid Ad,199,12/24/2022,,Active,29,0,5771
CUST0735,Enterprise,Free Trial,199,10/8/2022,,Active,24,1,4776
CUST0736,Pro,Referral,79,11/24/2023,,Active,18,0,1422
CUST0737,Enterprise,Paid Ad,199,12/20/2022,,Active,10,0,1990
CUST0738,Basic,Referral,29,10/25/2022,1/23/2023,Churned,3,0,87
CUST0739,Pro,Free Trial,79,12/21/2022,,Active,26,1,2054
CUST0740,Pro,Paid Ad,79,9/20/2022,,Active,12,0,948
CUST0741,Pro,Organic,79,7/26/2022,,Active,14,0,1106
CUST0742,Pro,Organic,79,7/30/2023,,Active,10,0,790
CUST0743,Basic,Paid Ad,29,4/22/2022,,Active,24,0,696
CUST0744,Basic,Referral,29,9/3/2022,1/26/2024,Churned,17,0,493
CUST0745,Basic,Paid Ad,29,8/20/2022,,Active,7,0,203
CUST0746,Basic,Paid Ad,29,4/13/2022,,Active,28,0,812
CUST0747,Basic,Organic,29,4/29/2023,9/26/2023,Churned,5,0,145
CUST0748,Pro,Referral,79,1/6/2022,,Active,11,0,869
CUST0749,Pro,Paid Ad,79,2/21/2023,,Active,21,0,1659
CUST0750,Basic,Free Trial,29,5/4/2023,,Active,30,1,870
